row_number,term_code,subj_code,crse_numb,crse_title,crse_equiv,crse_text,note_row,crn,ptrm_code,seq_numb,schd_code,schd_type,schd_sort,credit_hrs,link_conn,start_date,end_date,sundays,mondays,tuesdays,wednesdays,thursdays,fridays,saturdays,times,locations,max_enrl,enrl,seats,wlist,perc_full,xlist_max,xlist_cur,instructors,tuition_code,tuition_desc,bill_hrs,note_bottom,notes_skill,crse_row_num,crse_row_total
76,202620,MATH,2060,Intro Probability & Statistics,202620-STAT-2060,,,21976,1,T04,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1625,Studley HENRY HICKS ACADEMIC ADMIN 217,12,0,12,,0.0%,40,8,Murphy O.,,,0,,[],11,52
77,202620,MATH,2060,Intro Probability & Statistics,202620-STAT-2060,,,21977,1,T05,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1135-1325,Studley HENRY HICKS ACADEMIC ADMIN 217,12,11,1,,91.7%,40,39,Murphy O.,,,0,,[],11,52
78,202620,MATH,2080,Stat Meth Data-Analys Infernce,202620-STAT-2080,,,21978,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Studley LSC-PSYCHOLOGY P5260,20,20,0,,FULL,110,102,Dowd M.,,,3,,[],12,52
79,202620,MATH,2080,Stat Meth Data-Analys Infernce,202620-STAT-2080,,,21979,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1735-1825,Studley MCCAIN ARTS&SS AUD-1,40,20,20,,50.0%,200,102,Dowd M.,,,0,,[],12,52
80,202620,MATH,2113,Discrete Structures,202620-CSCI-2113,,,21980,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1435-1525,Studley SIR JAMES DUNN BUILDING 221C,30,9,21,,30.0%,35,14,Brown J.,,,3,,[],13,52
81,202620,MATH,2135,Linear Algebra,,,,21981,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1535-1625,Studley SIR JAMES DUNN BUILDING 304,50,17,33,,34.0%,,,Pronk D.,,,3,,[],14,52
82,202620,MATH,2300,Mathematical Modelling,202620-STAT-2300,,,21982,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Studley SIR JAMES DUNN BUILDING 304,50,40,10,,80.0%,60,42,Iron D.,,,3,,[],15,52
83,202620,MATH,2505,Introductory Analysis,,,,21983,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1235-1325,Studley CHASE BLDG 319,44,29,15,,65.9%,,,Johnson-Freyd T.,,,3,,[],16,52
84,202620,MATH,3032,Abstract Algebra II,,,,21984,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Studley CHASE BLDG 319,35,9,26,,25.7%,,,Ross J.,,,3,,[],17,52
85,202620,MATH,3080,Intro Complex Variables,,,,21985,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1535-1625,Studley SIR JAMES DUNN BUILDING 221C,30,26,4,,86.7%,,,Milson R.,,,3,,[],18,52
86,202620,MATH,3120,Differential Equations II,,,,21986,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,0935-1025,Studley CHASE BLDG 319,40,32,8,,80.0%,,,Smirnov R.,,,3,,[],19,52
87,202620,MATH,3350,Design of Experiments,202620-STAT-3350,,,21987,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1135-1255,Studley LSC-COMMON AREA C242,40,8,32,,20.0%,100,45,Ho L.,,,3,,[],20,52
88,202620,MATH,3370,Comb Tech and Structures,,,,21988,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley CHASE BLDG 319,16,4,12,,25.0%,,,Janssen J.,,,3,,[],21,52
89,202620,MATH,3460,Intermediate Stat Theory,202620-STAT-3460,,,24105,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1305-1425,Studley LSC-COMMON AREA C332,19,3,16,,15.8%,59,33,Susko E.,,,3,,[],22,52
90,202620,MATH,3502,Intermediate Analysis II,,,,21989,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1235-1325,Studley CHASE BLDG 227,16,6,10,,37.5%,,,Fraser A.,,,3,,[],23,52
91,202620,MATH,3900,Financial Mathematics,202620-ECON-3900,,,21990,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Studley CHASE BLDG 319,30,6,24,,20.0%,35,8,Rumsey J.,,,3,,[],24,52
92,202620,MATH,4020,Analytic Function Theory,,,,21991,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1435-1525,Studley CHASE BLDG 319,8,7,1,,87.5%,16,8,Milson R.,,,3,,[],25,52
93,202620,MATH,4025,Commutative Algebra I,,,,21992,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Studley CHASE BLDG 227,10,1,9,,10.0%,16,4,Faridi S.,,,3,,[],26,52
94,202620,MATH,4055,Advanced Algebra II,,,,21993,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Studley CHASE BLDG 227,8,3,5,,37.5%,18,5,Faridi S.,,,3,,[],27,52
95,202620,MATH,4057,Lie Theory,,,,21994,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1535-1625,Studley CHASE BLDG 227,10,3,7,,30.0%,16,5,Johnson-Freyd T.,,,3,,[],28,52
96,202620,MATH,4116,Cryptography,202620-CSCI-4116,,,21995,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley SIR JAMES DUNN BUILDING 135,50,21,29,,42.0%,70,38,Dilcher K.,,,3,,[],29,52
97,202620,MATH,4136,Topics in Category Theory,,,,24139,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,0935-1025,Studley LSC-COMMON AREA C202,10,5,5,,50.0%,16,10,Pronk D.,,,3,,[],30,52
98,202620,MATH,4220,Intro Partial Diff Equations,,,,21997,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1135-1255,Studley CHASE BLDG 319,10,11,-1,,FULL,16,12,Iron D.,,,3,,[],31,52
99,202620,MATH,4330,Topics in Graph Theory,202620-CSCI-4115,,,21998,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1235-1325,Studley LSC-COMMON AREA C220,10,5,5,,50.0%,21,12,Brown J.,,,3,,[],32,52
100,202620,MATH,4950,Honours Research Project,,,R,21999,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,,,1135-1225,Studley CHASE BLDG 319,20,9,11,,45.0%,,,Ross J.,,,3,,[],33,52
101,202620,MATH,5020,Analytic Function Theory,,,R,23527,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1435-1525,Studley CHASE BLDG 319,8,1,7,,12.5%,16,8,Milson R.,,,3,,[],34,52
102,202620,MATH,5025,Commutative Algebra,,,R,23528,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1305-1425,Studley CHASE BLDG 227,6,3,3,,50.0%,16,4,Faridi S.,,,3,,[],35,52
103,202620,MATH,5055,Advanced Algebra II,,,R,23529,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Studley CHASE BLDG 227,10,2,8,,20.0%,18,5,Faridi S.,,,3,,[],36,52
104,202620,MATH,5057,Lie Theory,,,,23530,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1535-1625,Studley CHASE BLDG 227,6,2,4,,33.3%,16,5,Johnson-Freyd T.,,,3,,[],37,52
105,202620,MATH,5136,Topics in Category Theory,,,R,24140,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,0935-1025,Studley LSC-COMMON AREA C202,6,5,1,,83.3%,16,10,Pronk D.,,,3,,[],38,52
106,202620,MATH,5220,Intro-Partial Diff Equations,,,R,23532,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1135-1255,Studley CHASE BLDG 319,6,1,5,,16.7%,16,12,Iron D.,,,3,,[],39,52
107,202620,MATH,5330,Topics in Graph Theory,,,R,23533,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1235-1325,Studley LSC-COMMON AREA C220,6,2,4,,33.3%,21,12,Brown J.,,,3,,[],40,52
108,202620,MATH,6200,Reading Class,,,S R,24377,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,0,0,0,,FULL,,,Iron D.,,,3,,[],41,52
109,202620,MATH,7020,Number Theory Seminar,,,R,23534,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,T,,,,,0905-0955,Studley CHASE BLDG 319,44,2,42,,4.5%,,,Dilcher K.,,,0,,[],42,52
110,202620,MATH,7030,Category Theory Seminar,,,R,23535,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1555,Studley CHASE BLDG 319,44,8,36,,18.2%,,,Ross J.,,,0,,[],43,52
111,202620,MATH,7050,Combin. & Graph Theory Seminar,,,R,23536,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,W,,,,1535-1625,Studley CHASE BLDG 319,44,1,43,,2.3%,,,Janssen J. (P) Brown J.,,,0,,[],44,52
112,202620,MATH,7060,Relativity Seminar,,,R,23537,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,W,,,,1635-1825,Studley CHASE BLDG 227,14,0,14,,0.0%,,,Coley A.,,,0,,[],45,52
113,202620,MATH,7190,Analysis & AMP Seminar,,,R,23538,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,F,,1535-1725,Studley CHASE BLDG 319,20,0,20,,0.0%,,,Eswarathasan S.,,,0,,[],46,52
114,202620,MATH,8891,Co-Op Work Term I,,,,22000,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Milson R.,,,0,,[],47,52
115,202620,MATH,8892,Co-Op Work Term II,,,,22001,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Milson R.,,,0,,[],48,52
116,202620,MATH,8893,Co-Op Work Term III,,,,22002,1,01,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Milson R.,,,0,,[],49,52
117,202620,MATH,9000,Master's Thesis,,,R,23539,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,4,6,,40.0%,,,Iron D.,,,0,,[],50,52
118,202620,MATH,9520,Comprehensive Examinations,,,R,23540,2,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,50,2,48,,4.0%,,,Iron D.,,,0,,[],51,52
119,202620,MATH,9530,Doctoral Thesis,,,R,23541,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,20,19,1,,95.0%,,,Iron D.,,,0,,[],52,52
1,202620,MTHA,1000,Introductory Calculus I,,,,22137,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,F,,1335-1425,Agricultural AGRICULTURAL COX INSTITUTE 157,46,30,16,,65.2%,,,Yue J.,,,3,,[],1,4
2,202620,MTHA,1000,Introductory Calculus I,,,,22138,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1435-1525,Agricultural BANTING BUILDING 25,46,30,16,,65.2%,,,Yue J.,,,0,,[],1,4
3,202620,MTHA,1001,Introductory Calculus II,,,,22140,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Agricultural AGRICULTURAL COX INSTITUTE 134,70,38,32,,54.3%,,,Yue J.,,,3,,[],2,4
4,202620,MTHA,1001,Introductory Calculus II,,,,22141,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1035-1125,Agricultural RURAL RESEARCH CENTRE 4,35,20,15,,57.1%,,,Yue J.,,,0,,[],2,4
5,202620,MTHA,1001,Introductory Calculus II,,,,22142,1,T02,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1235-1325,Agricultural HALEY INSTITUTE 110,35,18,17,,51.4%,,,Yue J.,,,0,,[],2,4
6,202620,MTHA,2001,Differential Equations,,,,22143,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,,,1605-1725,Agricultural AGRICULTURAL COX INSTITUTE 153,30,16,14,,53.3%,,,Yue J.,,,3,,[],3,4
7,202620,MTHA,2001,Differential Equations,,,,22144,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1735-1925,Agricultural BANTING BUILDING 32,30,16,14,,53.3%,,,Yue J.,,,0,,[],3,4
8,202620,MTHA,3000,Applied Linear Algebra,,,,22145,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1605-1725,Agricultural AGRICULTURAL COX INSTITUTE 157,40,23,17,,57.5%,,,Nguyen-Quang T.,,,3,,[],4,4
9,202620,MTHA,3000,Applied Linear Algebra,,,,22146,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1535-1725,Agricultural AGRICULTURAL COX INSTITUTE 180,40,23,17,,57.5%,,,Nguyen-Quang T.,,,0,,[],4,4
1,202620,MECH,2400,Dynamics,,,R,22008,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,,T,,R,,,0835-0955,Sexton B BUILDING ADDITION B311,89,76,13,,85.4%,,,Swan L.,,,3,,[],1,31
2,202620,MECH,2400,Dynamics,,,,22009,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Sexton B BUILDING ADDITION B308,89,76,13,,85.4%,,,Swan L.,,,0,,[],1,31
3,202620,MECH,3010,Machine Design I,,,R,22010,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,F,,1335-1425,Sexton INDUSTRIAL ENG & CONT ED ADDIT 220,128,124,4,,96.9%,,,Adderson R.,,,3,,[],2,31
4,202620,MECH,3010,Machine Design I,,,R,22011,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,0835-1025,Sexton B BUILDING ADDITION B311,64,62,2,,96.9%,,,Adderson R.,,,0,,[],2,31
5,202620,MECH,3010,Machine Design I,,,R,22012,1,B02,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,0835-1025,Sexton B BUILDING ADDITION B311,64,62,2,,96.9%,,,Adderson R.,,,0,,[],2,31
6,202620,MECH,3100,Mat Eng:Contrl Mech Properties,,,R,22013,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,,F,,0835-0955 0835-0955,Sexton A. L. MACDONALD-D BLDG D406 Sexton A. L. MACDONALD-D BLDG D406,128,125,3,,97.7%,,,Bishop P.,,,3,,[],3,31
7,202620,MECH,3100,Mat Eng:Contrl Mech Properties,,,R,22014,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,0835-1125,Sexton H. R. THEAKSTON-C1 BLDG C1058,64,63,1,,98.4%,,,Bishop P.,,,0,,[],3,31
8,202620,MECH,3100,Mat Eng:Contrl Mech Properties,,,R,22015,1,B02,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,0835-1125,Sexton H. R. THEAKSTON-C1 BLDG C1058,64,62,2,,96.9%,,,Bishop P.,,,0,,[],3,31
9,202620,MECH,3500,Dynamics of Machines,,,R,22016,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,,T,,R,,,1235-1355 1235-1355,Sexton A. L. MACDONALD-D BLDG D406 Sexton A. L. MACDONALD-D BLDG D406,128,124,4,,96.9%,,,Warkentin A.,,,3,,[],4,31
